"PEAKID","peakbias","phenotype"
"broadPeak_66","mat","WL"
"broadPeak_289","mat","WL"
"broadPeak_316","mat","WL"
"broadPeak_1448","mat","WL"
"broadPeak_2005","mat","WL"
"broadPeak_2064","mat","WL"
"broadPeak_2150","mat","WL"
"broadPeak_2178","mat","WL"
"broadPeak_2276","mat","WL"
"broadPeak_2378","mat","WL"
"broadPeak_2946","mat","WL"
"broadPeak_3282","mat","WL"
"broadPeak_3312","mat","WL"
"broadPeak_3402","mat","WL"
"broadPeak_3429","mat","WL"
"broadPeak_3770","mat","WL"
"broadPeak_3917","mat","WL"
"broadPeak_3945","mat","WL"
"broadPeak_4161","mat","WL"
"broadPeak_4168","mat","WL"
"broadPeak_4362","mat","WL"
"broadPeak_5166","mat","WL"
"broadPeak_5837","mat","WL"
"broadPeak_6079","mat","WL"
"broadPeak_6188","mat","WL"
"broadPeak_6571","mat","WL"
"broadPeak_6609","mat","WL"
"broadPeak_6804","mat","WL"
"broadPeak_6843","mat","WL"
"broadPeak_7001","mat","WL"
"broadPeak_7122","mat","WL"
"broadPeak_7214","mat","WL"
"broadPeak_7219","mat","WL"
"broadPeak_7440","mat","WL"
"broadPeak_7838","mat","WL"
"broadPeak_8013","mat","WL"
"broadPeak_8377","mat","WL"
"broadPeak_8381","mat","WL"
"broadPeak_8522","mat","WL"
"broadPeak_8536","mat","WL"
"broadPeak_8799","mat","WL"
"broadPeak_8912","mat","WL"
"broadPeak_8915","mat","WL"
"broadPeak_8924","mat","WL"
"broadPeak_8925","mat","WL"
"broadPeak_8977","mat","WL"
"broadPeak_9147","mat","WL"
"broadPeak_9441","mat","WL"
"broadPeak_9706","mat","WL"
"broadPeak_10243","mat","WL"
"broadPeak_10505","mat","WL"
"broadPeak_10510","mat","WL"
"broadPeak_10647","mat","WL"
"broadPeak_10690","mat","WL"
"broadPeak_12331","mat","WL"
"broadPeak_12358","mat","WL"
"broadPeak_12363","mat","WL"
"broadPeak_12420","mat","WL"
"broadPeak_12459","mat","WL"
"broadPeak_12577","mat","WL"
"broadPeak_12579","mat","WL"
"broadPeak_12585","mat","WL"
"broadPeak_12660","mat","WL"
"broadPeak_12729","mat","WL"
"broadPeak_12749","mat","WL"
"broadPeak_12774","mat","WL"
"broadPeak_12940","mat","WL"
"broadPeak_13103","mat","WL"
"broadPeak_13107","mat","WL"
"broadPeak_13235","mat","WL"
"broadPeak_13524","mat","WL"
"broadPeak_13561","mat","WL"
"broadPeak_13998","mat","WL"
"broadPeak_14106","mat","WL"
"broadPeak_14227","mat","WL"
"broadPeak_14243","mat","WL"
"broadPeak_14451","mat","WL"
"broadPeak_14529","mat","WL"
"broadPeak_14691","mat","WL"
"broadPeak_14707","mat","WL"
"broadPeak_14789","mat","WL"
"broadPeak_14842","mat","WL"
"broadPeak_14917","mat","WL"
"broadPeak_15112","mat","WL"
"broadPeak_15115","mat","WL"
"broadPeak_15155","mat","WL"
"broadPeak_15170","mat","WL"
"broadPeak_15293","mat","WL"
"broadPeak_15303","mat","WL"
"broadPeak_15382","mat","WL"
"broadPeak_15390","mat","WL"
"broadPeak_15846","mat","WL"
"broadPeak_16231","mat","WL"
"broadPeak_16235","mat","WL"
"broadPeak_17256","mat","WL"
"broadPeak_17257","mat","WL"
"broadPeak_17265","mat","WL"
"broadPeak_17325","mat","WL"
"broadPeak_17516","mat","WL"
"broadPeak_17555","mat","WL"
"broadPeak_18480","mat","WL"
"broadPeak_18585","mat","WL"
"broadPeak_19135","mat","WL"
"broadPeak_19138","mat","WL"
"broadPeak_19170","mat","WL"
"broadPeak_19171","mat","WL"
"broadPeak_19873","mat","WL"
"broadPeak_20022","mat","WL"
"broadPeak_20028","mat","WL"
"broadPeak_20060","mat","WL"
"broadPeak_20065","mat","WL"
"broadPeak_20080","mat","WL"
"broadPeak_20902","mat","WL"
"broadPeak_21144","mat","WL"
"broadPeak_21258","mat","WL"
"broadPeak_21262","mat","WL"
"broadPeak_21286","mat","WL"
"broadPeak_21334","mat","WL"
"broadPeak_22135","mat","WL"
"broadPeak_22150","mat","WL"
"broadPeak_22327","mat","WL"
"broadPeak_22626","mat","WL"
"broadPeak_22697","mat","WL"
"broadPeak_22703","mat","WL"
"broadPeak_23397","mat","WL"
"broadPeak_23412","mat","WL"
"broadPeak_23441","mat","WL"
"broadPeak_23488","mat","WL"
"broadPeak_23494","mat","WL"
"broadPeak_23613","mat","WL"
"broadPeak_23635","mat","WL"
"broadPeak_23637","mat","WL"
"broadPeak_23649","mat","WL"
"broadPeak_23655","mat","WL"
"broadPeak_23663","mat","WL"
"broadPeak_23665","mat","WL"
"broadPeak_23666","mat","WL"
"broadPeak_23996","mat","WL"
"broadPeak_24090","mat","WL"
"broadPeak_24102","mat","WL"
"broadPeak_24103","mat","WL"
"broadPeak_24406","mat","WL"
"broadPeak_24415","mat","WL"
"broadPeak_24647","mat","WL"
"broadPeak_24903","mat","WL"
"broadPeak_24908","mat","WL"
"broadPeak_24918","mat","WL"
"broadPeak_25229","mat","WL"
"broadPeak_25232","mat","WL"
"broadPeak_25255","mat","WL"
"broadPeak_25256","mat","WL"
"broadPeak_25861","mat","WL"
"broadPeak_25866","mat","WL"
"broadPeak_25877","mat","WL"
"broadPeak_26153","mat","WL"
"broadPeak_26791","mat","WL"
"broadPeak_26812","mat","WL"
"broadPeak_26818","mat","WL"
"broadPeak_26836","mat","WL"
"broadPeak_26884","mat","WL"
"broadPeak_26940","mat","WL"
"broadPeak_27160","mat","WL"
"broadPeak_27206","mat","WL"
"broadPeak_27429","mat","WL"
"broadPeak_27861","mat","WL"
"broadPeak_27870","mat","WL"
"broadPeak_27873","mat","WL"
"broadPeak_27885","mat","WL"
"broadPeak_27943","mat","WL"
"broadPeak_28090","mat","WL"
"broadPeak_28116","mat","WL"
"broadPeak_28182","mat","WL"
"broadPeak_28952","mat","WL"
"broadPeak_28977","mat","WL"
"broadPeak_29102","mat","WL"
"broadPeak_29256","mat","WL"
"broadPeak_29292","mat","WL"
"broadPeak_29351","mat","WL"
"broadPeak_29354","mat","WL"
"broadPeak_29355","mat","WL"
"broadPeak_29402","mat","WL"
"broadPeak_29700","mat","WL"
"broadPeak_29800","mat","WL"
"broadPeak_29826","mat","WL"
"broadPeak_30077","mat","WL"
"broadPeak_30091","mat","WL"
"broadPeak_30092","mat","WL"
"broadPeak_30094","mat","WL"
"broadPeak_30103","mat","WL"
"broadPeak_30891","mat","WL"
"broadPeak_31019","mat","WL"
"broadPeak_31140","mat","WL"
"broadPeak_31173","mat","WL"
"broadPeak_31177","mat","WL"
"broadPeak_31223","mat","WL"
"broadPeak_31225","mat","WL"
"broadPeak_31231","mat","WL"
"broadPeak_31414","mat","WL"
"broadPeak_31420","mat","WL"
"broadPeak_31433","mat","WL"
"broadPeak_31467","mat","WL"
"broadPeak_31655","mat","WL"
"broadPeak_31921","mat","WL"
"broadPeak_32048","mat","WL"
"broadPeak_32049","mat","WL"
"broadPeak_33010","mat","WL"
"broadPeak_33030","mat","WL"
"broadPeak_34023","mat","WL"
"broadPeak_34172","mat","WL"
"broadPeak_34193","mat","WL"
"broadPeak_34293","mat","WL"
"broadPeak_34299","mat","WL"
"broadPeak_34300","mat","WL"
"broadPeak_34302","mat","WL"
"broadPeak_34389","mat","WL"
"broadPeak_34447","mat","WL"
"broadPeak_34455","mat","WL"
"broadPeak_34460","mat","WL"
"broadPeak_34466","mat","WL"
"broadPeak_35313","mat","WL"
"broadPeak_35430","mat","WL"
"broadPeak_35451","mat","WL"
"broadPeak_35473","mat","WL"
"broadPeak_36235","mat","WL"
"broadPeak_36323","mat","WL"
"broadPeak_36324","mat","WL"
"broadPeak_36325","mat","WL"
"broadPeak_36333","mat","WL"
"broadPeak_36340","mat","WL"
"broadPeak_36372","mat","WL"
"broadPeak_36391","mat","WL"
"broadPeak_36447","mat","WL"
"broadPeak_36514","mat","WL"
"broadPeak_36534","mat","WL"
"broadPeak_36536","mat","WL"
"broadPeak_36537","mat","WL"
"broadPeak_36676","mat","WL"
"broadPeak_36677","mat","WL"
"broadPeak_36967","mat","WL"
"broadPeak_36970","mat","WL"
"broadPeak_37022","mat","WL"
"broadPeak_37173","mat","WL"
"broadPeak_37242","mat","WL"
"broadPeak_37536","mat","WL"
"broadPeak_37760","mat","WL"
"broadPeak_37765","mat","WL"
"broadPeak_37775","mat","WL"
"broadPeak_38314","mat","WL"
"broadPeak_38490","mat","WL"
"broadPeak_38559","mat","WL"
"broadPeak_38804","mat","WL"
"broadPeak_38817","mat","WL"
"broadPeak_38894","mat","WL"
"broadPeak_38895","mat","WL"
"broadPeak_39450","mat","WL"
"broadPeak_39544","mat","WL"
"broadPeak_39551","mat","WL"
"broadPeak_39556","mat","WL"
"broadPeak_39598","mat","WL"
"broadPeak_39629","mat","WL"
"broadPeak_39822","mat","WL"
"broadPeak_39830","mat","WL"
"broadPeak_40184","mat","WL"
"broadPeak_40191","mat","WL"
"broadPeak_40253","mat","WL"
"broadPeak_40277","mat","WL"
"broadPeak_40570","mat","WL"
"broadPeak_41163","mat","WL"
"broadPeak_41231","mat","WL"
"broadPeak_41232","mat","WL"
"broadPeak_41455","mat","WL"
"broadPeak_41546","mat","WL"
"broadPeak_41626","mat","WL"
"broadPeak_41692","mat","WL"
"broadPeak_41727","mat","WL"
"broadPeak_41796","mat","WL"
"broadPeak_42077","mat","WL"
"broadPeak_42119","mat","WL"
"broadPeak_42368","mat","WL"
"broadPeak_42396","mat","WL"
"broadPeak_42610","mat","WL"
"broadPeak_42795","mat","WL"
"broadPeak_43127","mat","WL"
"broadPeak_43388","mat","WL"
"broadPeak_43389","mat","WL"
"broadPeak_43448","mat","WL"
"broadPeak_43513","mat","WL"
"broadPeak_43518","mat","WL"
"broadPeak_43576","mat","WL"
"broadPeak_43785","mat","WL"
"broadPeak_43807","mat","WL"
"broadPeak_43965","mat","WL"
"broadPeak_44105","mat","WL"
"broadPeak_44106","mat","WL"
"broadPeak_44153","mat","WL"
"broadPeak_44154","mat","WL"
"broadPeak_44407","mat","WL"
"broadPeak_45265","mat","WL"
"broadPeak_45460","mat","WL"
"broadPeak_45481","mat","WL"
"broadPeak_2366","mat","QL"
"broadPeak_2740","mat","QL"
"broadPeak_2751","mat","QL"
"broadPeak_3472","mat","QL"
"broadPeak_3624","mat","QL"
"broadPeak_5094","mat","QL"
"broadPeak_5100","mat","QL"
"broadPeak_5118","mat","QL"
"broadPeak_5122","mat","QL"
"broadPeak_5307","mat","QL"
"broadPeak_5371","mat","QL"
"broadPeak_5531","mat","QL"
"broadPeak_5625","mat","QL"
"broadPeak_6834","mat","QL"
"broadPeak_7217","mat","QL"
"broadPeak_7246","mat","QL"
"broadPeak_8109","mat","QL"
"broadPeak_8436","mat","QL"
"broadPeak_8732","mat","QL"
"broadPeak_8737","mat","QL"
"broadPeak_8846","mat","QL"
"broadPeak_9632","mat","QL"
"broadPeak_9744","mat","QL"
"broadPeak_10563","mat","QL"
"broadPeak_12491","mat","QL"
"broadPeak_13000","mat","QL"
"broadPeak_13470","mat","QL"
"broadPeak_14129","mat","QL"
"broadPeak_14416","mat","QL"
"broadPeak_14756","mat","QL"
"broadPeak_14879","mat","QL"
"broadPeak_15241","mat","QL"
"broadPeak_15298","mat","QL"
"broadPeak_15460","mat","QL"
"broadPeak_15752","mat","QL"
"broadPeak_16610","mat","QL"
"broadPeak_18091","mat","QL"
"broadPeak_18260","mat","QL"
"broadPeak_18365","mat","QL"
"broadPeak_18380","mat","QL"
"broadPeak_18390","mat","QL"
"broadPeak_19268","mat","QL"
"broadPeak_19378","mat","QL"
"broadPeak_19578","mat","QL"
"broadPeak_19591","mat","QL"
"broadPeak_20554","mat","QL"
"broadPeak_20576","mat","QL"
"broadPeak_20770","mat","QL"
"broadPeak_21162","mat","QL"
"broadPeak_22544","mat","QL"
"broadPeak_22658","mat","QL"
"broadPeak_22702","mat","QL"
"broadPeak_23961","mat","QL"
"broadPeak_24106","mat","QL"
"broadPeak_25474","mat","QL"
"broadPeak_25475","mat","QL"
"broadPeak_26499","mat","QL"
"broadPeak_26936","mat","QL"
"broadPeak_26937","mat","QL"
"broadPeak_27003","mat","QL"
"broadPeak_27161","mat","QL"
"broadPeak_27638","mat","QL"
"broadPeak_27640","mat","QL"
"broadPeak_27657","mat","QL"
"broadPeak_27674","mat","QL"
"broadPeak_27677","mat","QL"
"broadPeak_27866","mat","QL"
"broadPeak_27877","mat","QL"
"broadPeak_27922","mat","QL"
"broadPeak_28355","mat","QL"
"broadPeak_28376","mat","QL"
"broadPeak_28389","mat","QL"
"broadPeak_28392","mat","QL"
"broadPeak_28402","mat","QL"
"broadPeak_28403","mat","QL"
"broadPeak_28406","mat","QL"
"broadPeak_28407","mat","QL"
"broadPeak_28442","mat","QL"
"broadPeak_28457","mat","QL"
"broadPeak_28506","mat","QL"
"broadPeak_28606","mat","QL"
"broadPeak_28638","mat","QL"
"broadPeak_28798","mat","QL"
"broadPeak_28948","mat","QL"
"broadPeak_29476","mat","QL"
"broadPeak_29750","mat","QL"
"broadPeak_31107","mat","QL"
"broadPeak_31120","mat","QL"
"broadPeak_32025","mat","QL"
"broadPeak_32115","mat","QL"
"broadPeak_32118","mat","QL"
"broadPeak_32268","mat","QL"
"broadPeak_32269","mat","QL"
"broadPeak_32959","mat","QL"
"broadPeak_34224","mat","QL"
"broadPeak_34250","mat","QL"
"broadPeak_34368","mat","QL"
"broadPeak_34451","mat","QL"
"broadPeak_34490","mat","QL"
"broadPeak_35214","mat","QL"
"broadPeak_35319","mat","QL"
"broadPeak_35361","mat","QL"
"broadPeak_35432","mat","QL"
"broadPeak_36053","mat","QL"
"broadPeak_36277","mat","QL"
"broadPeak_36450","mat","QL"
"broadPeak_37344","mat","QL"
"broadPeak_37459","mat","QL"
"broadPeak_37511","mat","QL"
"narrowPeak_30626","mat","QL"
"narrowPeak_30628","mat","QL"
"narrowPeak_30742","mat","QL"
"broadPeak_37873","mat","QL"
"broadPeak_37894","mat","QL"
"narrowPeak_31083","mat","QL"
"broadPeak_38039","mat","QL"
"broadPeak_38087","mat","QL"
"narrowPeak_31298","mat","QL"
"narrowPeak_31510","mat","QL"
"narrowPeak_32641","mat","QL"
"narrowPeak_32653","mat","QL"
"narrowPeak_32659","mat","QL"
"narrowPeak_32983","mat","QL"
"broadPeak_40366","mat","QL"
"narrowPeak_33178","mat","QL"
"broadPeak_41181","mat","QL"
"broadPeak_41315","mat","QL"
"narrowPeak_33823","mat","QL"
"narrowPeak_34104","mat","QL"
"broadPeak_41610","mat","QL"
"narrowPeak_34116","mat","QL"
"narrowPeak_34175","mat","QL"
"broadPeak_41670","mat","QL"
"broadPeak_43929","mat","QL"
"broadPeak_43999","mat","QL"
"broadPeak_44130","mat","QL"
"narrowPeak_35989","mat","QL"
"narrowPeak_35990","mat","QL"
"broadPeak_44167","mat","QL"
"broadPeak_44173","mat","QL"
"broadPeak_44178","mat","QL"
"narrowPeak_35993","mat","QL"
"broadPeak_44324","mat","QL"
"broadPeak_45028","mat","QL"
"broadPeak_45138","mat","QL"
"narrowPeak_36919","mat","QL"
"broadPeak_45258","mat","QL"
"broadPeak_45563","mat","QL"
"broadPeak_46209","mat","QL"
"broadPeak_46725","mat","QL"
"narrowPeak_39319","mat","QL"
"broadPeak_46792","mat","QL"
"narrowPeak_39462","mat","QL"
"narrowPeak_39480","mat","QL"
"broadPeak_47047","mat","QL"
"broadPeak_49788","mat","QL"
"broadPeak_50120","mat","QL"
"broadPeak_50142","mat","QL"
"broadPeak_50171","mat","QL"
"narrowPeak_41816","mat","QL"
"broadPeak_50264","mat","QL"
"narrowPeak_41910","mat","QL"
"narrowPeak_42408","mat","QL"
"narrowPeak_42842","mat","QL"
"broadPeak_50944","mat","QL"
"narrowPeak_42878","mat","QL"
"broadPeak_52198","mat","QL"
"broadPeak_52207","mat","QL"
"broadPeak_52413","mat","QL"
"narrowPeak_44084","mat","QL"
"broadPeak_53029","mat","QL"
"broadPeak_53030","mat","QL"
"broadPeak_53678","mat","QL"
"broadPeak_250","pat","WL"
"broadPeak_441","pat","WL"
"broadPeak_563","pat","WL"
"broadPeak_630","pat","WL"
"broadPeak_645","pat","WL"
"broadPeak_647","pat","WL"
"broadPeak_651","pat","WL"
"broadPeak_695","pat","WL"
"broadPeak_700","pat","WL"
"broadPeak_710","pat","WL"
"broadPeak_730","pat","WL"
"broadPeak_858","pat","WL"
"broadPeak_1377","pat","WL"
"broadPeak_1625","pat","WL"
"broadPeak_1721","pat","WL"
"broadPeak_1722","pat","WL"
"broadPeak_1729","pat","WL"
"broadPeak_1748","pat","WL"
"broadPeak_1844","pat","WL"
"broadPeak_1845","pat","WL"
"broadPeak_1848","pat","WL"
"broadPeak_1853","pat","WL"
"broadPeak_2029","pat","WL"
"broadPeak_2120","pat","WL"
"broadPeak_2355","pat","WL"
"broadPeak_2399","pat","WL"
"broadPeak_2750","pat","WL"
"broadPeak_3370","pat","WL"
"broadPeak_3585","pat","WL"
"broadPeak_3586","pat","WL"
"broadPeak_3724","pat","WL"
"broadPeak_3731","pat","WL"
"broadPeak_3882","pat","WL"
"broadPeak_3951","pat","WL"
"broadPeak_4002","pat","WL"
"broadPeak_4020","pat","WL"
"broadPeak_4041","pat","WL"
"broadPeak_4299","pat","WL"
"broadPeak_4633","pat","WL"
"broadPeak_4634","pat","WL"
"broadPeak_4686","pat","WL"
"broadPeak_4746","pat","WL"
"broadPeak_4804","pat","WL"
"broadPeak_4807","pat","WL"
"broadPeak_4837","pat","WL"
"broadPeak_5057","pat","WL"
"broadPeak_5064","pat","WL"
"broadPeak_5074","pat","WL"
"broadPeak_5126","pat","WL"
"broadPeak_5127","pat","WL"
"broadPeak_5283","pat","WL"
"broadPeak_5286","pat","WL"
"broadPeak_5588","pat","WL"
"broadPeak_5701","pat","WL"
"broadPeak_5703","pat","WL"
"broadPeak_5754","pat","WL"
"broadPeak_5855","pat","WL"
"broadPeak_5885","pat","WL"
"broadPeak_5887","pat","WL"
"broadPeak_5890","pat","WL"
"broadPeak_6346","pat","WL"
"broadPeak_6356","pat","WL"
"broadPeak_6480","pat","WL"
"broadPeak_6502","pat","WL"
"broadPeak_6590","pat","WL"
"broadPeak_6897","pat","WL"
"broadPeak_6902","pat","WL"
"broadPeak_6905","pat","WL"
"broadPeak_7494","pat","WL"
"broadPeak_7498","pat","WL"
"broadPeak_7502","pat","WL"
"broadPeak_7503","pat","WL"
"broadPeak_7512","pat","WL"
"broadPeak_7513","pat","WL"
"broadPeak_7611","pat","WL"
"broadPeak_7612","pat","WL"
"broadPeak_7647","pat","WL"
"broadPeak_7985","pat","WL"
"broadPeak_8166","pat","WL"
"broadPeak_8179","pat","WL"
"broadPeak_8180","pat","WL"
"broadPeak_8185","pat","WL"
"broadPeak_8219","pat","WL"
"broadPeak_8271","pat","WL"
"broadPeak_8445","pat","WL"
"broadPeak_8451","pat","WL"
"broadPeak_8499","pat","WL"
"broadPeak_8614","pat","WL"
"broadPeak_8623","pat","WL"
"broadPeak_8806","pat","WL"
"broadPeak_8816","pat","WL"
"broadPeak_8830","pat","WL"
"broadPeak_8883","pat","WL"
"broadPeak_8896","pat","WL"
"broadPeak_8984","pat","WL"
"broadPeak_8985","pat","WL"
"broadPeak_9314","pat","WL"
"broadPeak_9368","pat","WL"
"broadPeak_9422","pat","WL"
"broadPeak_9432","pat","WL"
"broadPeak_9492","pat","WL"
"broadPeak_9890","pat","WL"
"broadPeak_10032","pat","WL"
"broadPeak_10079","pat","WL"
"broadPeak_10194","pat","WL"
"broadPeak_10288","pat","WL"
"broadPeak_10396","pat","WL"
"broadPeak_10401","pat","WL"
"broadPeak_10435","pat","WL"
"broadPeak_10452","pat","WL"
"broadPeak_10579","pat","WL"
"broadPeak_10952","pat","WL"
"broadPeak_11154","pat","WL"
"broadPeak_11181","pat","WL"
"broadPeak_11288","pat","WL"
"broadPeak_11293","pat","WL"
"broadPeak_11425","pat","WL"
"broadPeak_11434","pat","WL"
"broadPeak_11532","pat","WL"
"broadPeak_11534","pat","WL"
"broadPeak_11541","pat","WL"
"broadPeak_11542","pat","WL"
"broadPeak_11568","pat","WL"
"broadPeak_11585","pat","WL"
"broadPeak_11599","pat","WL"
"broadPeak_11612","pat","WL"
"broadPeak_11759","pat","WL"
"broadPeak_12171","pat","WL"
"broadPeak_12643","pat","WL"
"broadPeak_12692","pat","WL"
"broadPeak_12871","pat","WL"
"broadPeak_12873","pat","WL"
"broadPeak_12876","pat","WL"
"broadPeak_12877","pat","WL"
"broadPeak_13225","pat","WL"
"broadPeak_13321","pat","WL"
"broadPeak_13338","pat","WL"
"broadPeak_13423","pat","WL"
"broadPeak_13470","pat","WL"
"broadPeak_13515","pat","WL"
"broadPeak_13603","pat","WL"
"broadPeak_13793","pat","WL"
"broadPeak_13797","pat","WL"
"broadPeak_13876","pat","WL"
"broadPeak_14398","pat","WL"
"broadPeak_14473","pat","WL"
"broadPeak_14706","pat","WL"
"broadPeak_15098","pat","WL"
"broadPeak_15271","pat","WL"
"broadPeak_15300","pat","WL"
"broadPeak_15712","pat","WL"
"broadPeak_15731","pat","WL"
"broadPeak_15741","pat","WL"
"broadPeak_16140","pat","WL"
"broadPeak_16179","pat","WL"
"broadPeak_16188","pat","WL"
"broadPeak_16189","pat","WL"
"broadPeak_16222","pat","WL"
"broadPeak_16282","pat","WL"
"broadPeak_16572","pat","WL"
"broadPeak_16690","pat","WL"
"broadPeak_16693","pat","WL"
"broadPeak_16694","pat","WL"
"broadPeak_16718","pat","WL"
"broadPeak_16734","pat","WL"
"broadPeak_16913","pat","WL"
"broadPeak_17197","pat","WL"
"broadPeak_17600","pat","WL"
"broadPeak_17632","pat","WL"
"broadPeak_17633","pat","WL"
"broadPeak_17637","pat","WL"
"broadPeak_17651","pat","WL"
"broadPeak_17654","pat","WL"
"broadPeak_17661","pat","WL"
"broadPeak_17662","pat","WL"
"broadPeak_17663","pat","WL"
"broadPeak_17696","pat","WL"
"broadPeak_17763","pat","WL"
"broadPeak_17943","pat","WL"
"broadPeak_17956","pat","WL"
"broadPeak_17958","pat","WL"
"broadPeak_17959","pat","WL"
"broadPeak_17960","pat","WL"
"broadPeak_17961","pat","WL"
"broadPeak_18357","pat","WL"
"broadPeak_18372","pat","WL"
"broadPeak_18429","pat","WL"
"broadPeak_18552","pat","WL"
"broadPeak_18567","pat","WL"
"broadPeak_18570","pat","WL"
"broadPeak_18590","pat","WL"
"broadPeak_18689","pat","WL"
"broadPeak_18764","pat","WL"
"broadPeak_18848","pat","WL"
"broadPeak_19099","pat","WL"
"broadPeak_19115","pat","WL"
"broadPeak_19436","pat","WL"
"broadPeak_19437","pat","WL"
"broadPeak_19445","pat","WL"
"broadPeak_19449","pat","WL"
"broadPeak_19637","pat","WL"
"broadPeak_19664","pat","WL"
"broadPeak_19917","pat","WL"
"broadPeak_20105","pat","WL"
"broadPeak_20116","pat","WL"
"broadPeak_20421","pat","WL"
"broadPeak_20435","pat","WL"
"broadPeak_20439","pat","WL"
"broadPeak_20585","pat","WL"
"broadPeak_20589","pat","WL"
"broadPeak_20591","pat","WL"
"broadPeak_20593","pat","WL"
"broadPeak_20595","pat","WL"
"broadPeak_20698","pat","WL"
"broadPeak_20699","pat","WL"
"broadPeak_20782","pat","WL"
"broadPeak_20834","pat","WL"
"broadPeak_21135","pat","WL"
"broadPeak_21139","pat","WL"
"broadPeak_21157","pat","WL"
"broadPeak_21474","pat","WL"
"broadPeak_21537","pat","WL"
"broadPeak_21588","pat","WL"
"broadPeak_21662","pat","WL"
"broadPeak_21807","pat","WL"
"broadPeak_21873","pat","WL"
"broadPeak_21995","pat","WL"
"broadPeak_22055","pat","WL"
"broadPeak_22217","pat","WL"
"broadPeak_22232","pat","WL"
"broadPeak_22605","pat","WL"
"broadPeak_22758","pat","WL"
"broadPeak_22851","pat","WL"
"broadPeak_23133","pat","WL"
"broadPeak_23243","pat","WL"
"broadPeak_23409","pat","WL"
"broadPeak_23423","pat","WL"
"broadPeak_23424","pat","WL"
"broadPeak_23695","pat","WL"
"broadPeak_23837","pat","WL"
"broadPeak_23839","pat","WL"
"broadPeak_23854","pat","WL"
"broadPeak_23976","pat","WL"
"broadPeak_24094","pat","WL"
"broadPeak_24190","pat","WL"
"broadPeak_24196","pat","WL"
"broadPeak_24425","pat","WL"
"broadPeak_24597","pat","WL"
"broadPeak_24640","pat","WL"
"broadPeak_24686","pat","WL"
"broadPeak_24879","pat","WL"
"broadPeak_24925","pat","WL"
"broadPeak_25022","pat","WL"
"broadPeak_25456","pat","WL"
"broadPeak_26005","pat","WL"
"broadPeak_26273","pat","WL"
"broadPeak_26309","pat","WL"
"broadPeak_26575","pat","WL"
"broadPeak_26576","pat","WL"
"broadPeak_27356","pat","WL"
"broadPeak_27597","pat","WL"
"broadPeak_28016","pat","WL"
"broadPeak_28265","pat","WL"
"broadPeak_28664","pat","WL"
"broadPeak_28668","pat","WL"
"broadPeak_28711","pat","WL"
"broadPeak_28718","pat","WL"
"broadPeak_28852","pat","WL"
"broadPeak_28906","pat","WL"
"broadPeak_28938","pat","WL"
"broadPeak_28939","pat","WL"
"broadPeak_28949","pat","WL"
"broadPeak_29176","pat","WL"
"broadPeak_29181","pat","WL"
